468;1.03602E+13;Hipotecarios – prendarios
469;1.03602E+13;Hipotecarios
470;1.03602E+13;Derechos de posesión
471;1.03602E+13;Hipotecarios - prendarios – fiduciarios
472;1.03602E+13;Con garantía de obligaciones depositarias propias
473;1.03602E+11;Deudores por venta de activos extraordinarios
474;1036020204;Vivienda
475;1.03602E+11;Préstamos
476;1.03602E+13;Fiduciarios
477;1.03602E+13;Prendarios – fiduciarios
478;1.03602E+13;Prendarios
479;1.03602E+13;Hipotecarios – fiduciarios
480;1.03602E+13;Hipotecarios – prendarios
481;1.03602E+13;Hipotecarios
482;1.03602E+13;Derechos de posesión
483;1.03602E+13;Hipotecarios - prendarios – fiduciarios
484;1.03602E+13;Con garantía de obligaciones depositarias propias
485;1036020205;Consumo
486;1.03602E+11;Préstamos
487;1.03602E+13;Fiduciarios
488;1.03602E+13;Prendarios – fiduciarios
489;1.03602E+13;Prendarios
490;1.03602E+13;Hipotecarios – fiduciarios
491;1.03602E+13;Hipotecarios – prendarios
492;1.03602E+13;Hipotecarios
493;1.03602E+13;Derechos de posesión
494;1.03602E+13;Hipotecarios - prendarios – fiduciarios
495;1.03602E+13;Con garantía de obligaciones depositarias propias
496;1.03602E+11;Tarjetas de crédito
497;1.03602E+11;Deudores por venta de activos extraordinarios
498;10360203;En cobro judicial
499;1036020302;Productivos
500;1.03602E+11;Préstamos
501;1.03602E+13;Fiduciarios
502;1.03602E+13;Prendarios – fiduciarios
503;1.03602E+13;Prendarios
504;1.03602E+13;Hipotecarios – fiduciarios
505;1.03602E+13;Hipotecarios – prendarios
506;1.03602E+13;Hipotecarios
507;1.03602E+13;Derechos de posesión
508;1.03602E+13;Hipotecarios - prendarios – fiduciarios
509;1.03602E+13;Con garantía de obligaciones depositarias propias
510;1.03602E+11;Deudores por venta de activos extraordinarios
511;1036020303;Microcréditos
512;1.03602E+11;Préstamos
513;1.03602E+13;Fiduciarios
514;1.03602E+13;Prendarios – fiduciarios
515;1.03602E+13;Prendarios
516;1.03602E+13;Hipotecarios – fiduciarios
517;1.03602E+13;Hipotecarios – prendarios
518;1.03602E+13;Hipotecarios
519;1.03602E+13;Derechos de posesión
520;1.03602E+13;Hipotecarios - prendarios – fiduciarios
521;1.03602E+13;Con garantía de obligaciones depositarias propias
522;1.03602E+11;Deudores por venta de activos extraordinarios
523;1036020304;Vivienda
524;1.03602E+11;Préstamos
525;1.03602E+13;Fiduciarios
526;1.03602E+13;Prendarios – fiduciarios
527;1.03602E+13;Prendarios
528;1.03602E+13;Hipotecarios – fiduciarios
529;1.03602E+13;Hipotecarios – Prendarios
530;1.03602E+13;Hipotecarios
531;1.03602E+13;Derechos de posesión
532;1.03602E+13;Hipotecarios - prendarios – fiduciarios
533;1.03602E+13;Con garantía de obligaciones depositarias propias
534;1036020305;Consumo
535;1.03602E+11;Préstamos
536;1.03602E+13;Fiduciarios
537;1.03602E+13;Prendarios – fiduciarios
538;1.03602E+13;Prendarios
539;1.03602E+13;Hipotecarios – fiduciarios
540;1.03602E+13;Hipotecarios – prendarios
541;1.03602E+13;Hipotecarios
542;1.03602E+13;Derechos de posesión
543;1.03602E+13;Hipotecarios - prendarios – fiduciarios
544;1.03602E+13;Con garantía de obligaciones depositarias propias
545;1.03602E+11;Tarjetas de crédito
546;1.03602E+11;Deudores por venta de activos extraordinarios
547;10360280;Diferencial cambiario
548;103699;PRODUCTOS FINANCIEROS POR COBRAR
549;10369901;Intereses
550;1036990102;Productivos
551;1.03699E+11;Préstamos
552;1.03699E+11;Deudores por venta de activos extraordinarios
553;1036990103;Microcréditos
554;1.03699E+11;Préstamos
555;1.03699E+11;Deudores por venta de activos extraordinarios
556;1036990104;Vivienda
557;1.03699E+11;Préstamos
558;1036990105;Consumo
559;1.03699E+11;Préstamos
560;1.03699E+11;Tarjetas de crédito
561;1.03699E+11;Deudores por venta de activos extraordinarios
562;10369902;Gastos administrativos
563;1036990202;Productivos
564;1.03699E+11;Préstamos
565;1.03699E+11;Deudores por venta de activos extraordinarios
566;1036990203;Microcréditos
567;1.03699E+11;Préstamos
568;1.03699E+11;Deudores por venta de activos extraordinarios
569;1036990204;Vivienda
570;1.03699E+11;Préstamos
571;1036990205;Consumo
572;1.03699E+11;Préstamos
573;1.03699E+11;Tarjetas de crédito
574;1.03699E+11;Deudores por venta de activos extraordinarios
575;10369980;Diferencial cambiario
576;104;CUENTAS POR COBRAR
577;1041;MONEDA NACIONAL
578;104101;DEUDORES VARIOS
579;10410101;Pagos por cuenta ajena
580;10410102;Faltante de caja y valores
581;10410103;Saldos insolutos adjudicación de garantías
582;10410104;Derechos por servicios
583;10410105;Primas de seguros
584;10410106;Gastos Judiciales
585;10410107;Impuestos, arbitrios, contribuciones
586;10410108;Anticipo sobre sueldos
587;10410110;Sobregiros temporales
588;10410111;Cheques rechazados
589;10410112;Arrendamientos
590;10410113;Depósitos en garantía
591;10410199;Otros
592;104102;CUENTAS POR LIQUIDAR
593;10410201;Cuentas por liquidar
594;10410299;Otras
595;104199;PRODUCTOS POR COBRAR
596;10419901;Productos financieros por cobrar
597;1041990101;Intereses
598;1041990102;Comisiones
599;1041990103;Créditos por situaciones emergentes
600;10419902;Productos por servicios por cobrar
601;1041990201;Arrendamientos
602;1046;MONEDA EXTRANJERA
603;104601;DEUDORES VARIOS
604;10460101;Pagos por cuenta ajena
605;10460102;Faltantes de caja y valores
606;10460103;Saldos insolutos adjudicación de garantías
607;10460104;Derechos por servicios
608;10460105;Primas de seguros
609;10460106;Gastos judiciales
610;10460108;Anticipos sobre sueldos
611;10460110;Sobregiros temporales
612;10460111;Cheques y Giros rechazados
613;10460113;Depósitos en garantía
614;10460180;Diferencial cambiario
615;10460199;Otros
616;104602;CUENTAS POR LIQUIDAR
617;10460201;Cuentas por liquidar
618;10460280;Diferencial cambiario
619;10460299;Otras
620;104699;PRODUCTOS POR COBRAR
621;10469901;Productos financieros por cobrar
622;1046990101;Intereses
623;1046990102;Comisiones
624;10469902;Productos por servicios por cobrar
625;1046990201;Arrendamientos
626;10469980;Diferencial cambiario
627;105;BIENES REALIZABLES
628;1051;MONEDA NACIONAL
629;105101;ACTIVOS EXTRAORDINARIOS
630;10510101;Títulos-valores
631;10510102;Inmuebles
632;10510103;Muebles
633;10510104;Erogaciones por activos extraordinarios
634;1056;MONEDA EXTRANJERA
635;105601;ACTIVOS EXTRAORDINARIOS
636;10560101;Títulos-valores
637;10560104;Erogaciones por activos extraordinarios
638;10560180;Diferencial cambiario
639;106;INVERSIONES PERMANENTES
640;1061;MONEDA NACIONAL
641;106101;ACCIONES
642;10610101;De instituciones financieras
643;10610102;De entidades no financieras
644;106102;APORTACIONES
645;10610201;Federación
646;10610202;Otras
647;106199;PRODUCTOS FINANCIEROS POR COBRAR
648;10619901;Intereses
649;1061990101;Federación
650;1061990102;Otras
651;1066;MONEDA EXTRANJERA
652;106601;ACCIONES
653;10660101;De instituciones financieras
654;10660102;De entidades no financieras
655;10660180;Diferencial cambiario
656;106602;APORTACIONES
657;10660202;Otras
658;10660280;Diferencial cambiario
659;106699;PRODUCTOS FINANCIEROS POR COBRAR
660;10669901;Intereses
661;1066990101;Federación
662;1066990102;Otras
663;10669980;Diferencial cambiario
664;107;OTRAS CUENTAS DE INVERSIÓN
665;1071;MONEDA NACIONAL
666;107104;PROPIEDAD DE INVERSIÓN
667;10710401;Propiedad de inversión
668;1076;MONEDA EXTRANJERA
669;107604;PROPIEDAD DE INVERSIÓN
670;10760401;Propiedad de inversión
671;10760480;Diferencial cambiario
672;109;INMUEBLES Y MUEBLES
673;1091;MONEDA NACIONAL
674;109101;INMUEBLES
675;10910101;Terrenos
676;1091010101;Costo
677;1091010102;Incremento por tasación
678;10910102;Edificios
679;1091010201;Costo
680;1091010202;Mejoras
681;1091010203;Incremento por tasación
682;109102;MUEBLES
683;10910201;Mobiliario y equipo de oficina
684;10910202;Sistemas informáticos
685;1091020201;Equipo de cómputo
686;1091020202;Programas informáticos
687;10910203;Equipo de comunicaciones
688;10910204;Maquinaria
689;10910205;Vehículos
690;10910206;Pinacoteca y otras obras de arte
691;1091020601;Costo
692;1091020602;Incremento por tasación
693;10910207;Biblioteca
694;10910299;Otros
695;109103;CONSTRUCCIONES EN PROCESO
696;10910301;Anticipos para construcción
697;10910302;Edificaciones
698;109104;ANTICIPOS
699;10910401;Para adquisición de activos
700;109105;MEJORAS A PROPIEDADES AJENAS
701;10910501;Bienes inmuebles
702;10910502;Bienes muebles
703;110;CARGOS DIFERIDOS
704;1101;MONEDA NACIONAL
705;110101;GASTOS POR AMORTIZAR
706;11010101;Organización
707;11010102;Acondicionamiento y remodelación de oficinas
708;11010103;Mejoras a propiedades ajenas
709;11010104;Gastos por fusión de cooperativas
710;110102;ACTIVOS INTANGIBLES
711;11010201;Derechos de llave
712;11010202;Marcas y patentes
713;11010203;Concesiones
714;11010204;Licencias de programas informáticos
715;11010299;Otros
716;110103;GASTOS ANTICIPADOS
717;11010301;Materiales y suministros
718;1101030101;Proveeduría
719;1101030102;Otros
720;11010302;Servicios
721;1101030201;Reparaciones y mantenimiento
722;1101030202;Sistemas informáticos
723;1101030203;Mercadeo
724;1101030204;Intereses y comisiones
725;1101030205;Primas de seguros y fianzas
726;1101030206;Seguridad y vigilancia
727;1101030207;Sueldos y honorarios
728;1101030208;Alquileres
729;1101030299;Otros
730;11010303;Impuestos y otros
731;1101030301;Impuestos
732;1101030302;Arbitrios
733;1101030303;Contribuciones
734;1106;MONEDA EXTRANJERA
735;110603;GASTOS ANTICIPADOS
736;11060302;Servicios
737;1106030201;Reparaciones y mantenimiento
